Species,ailMel1,allMis1,amaVit1,anaPla1,anoCar2,apaSpi1,araMac1,astMex1,bosTau8,calJac3,camFer1,canFam3,capHir1,cavPor3,cerSim1,cheMyd1,chiLan1,chlSab2,chrAsi1,chrPic2,colLiv1,conCri1,criGri1,danRer10,dasNov3,echTel2,eleEdw1,eptFus1,equCab2,eriEur2,falChe1,falPer1,felCat8,ficAlb2,fr3,gadMor1,galGal4,gasAcu1,geoFor1,gorGor3,hapBur1,hetGla2,hg38,jacJac1,latCha1,lepOcu1,lepWed1,loxAfr3,macEug2,macFas5,mayZeb1,melGal1,melUnd1,mesAur1,micOch1,mm10,monDom5,musFur1,myoDav1,myoLuc2,neoBri1,nomLeu3,ochPri3,octDeg1,odoRosDiv1,orcOrc1,oreNil2,ornAna1,oryAfe1,oryCun2,oryLat2,otoGar3,oviAri3,panHod1,panTro4,papAnu2,pelSin1,petMar2,ponAbe2,pseHum1,pteAle1,pteVam1,punNye1,rheMac3,rn6,saiBol1,sarHar1,sorAra2,speTri2,susScr3,taeGut2,takFla1,tetNig2,triMan1,tupChi1,turTru2,vicPac2,xenTro7,xipMac1,zonAlb1
ailMel1,0.0,0.143628509719,0.213092852371,0.340196078431,0.184540389972,0.22905982906,0.281543274244,0.299710144928,0.0487624129243,0.0580056809688,0.0425407925408,0.0288394232115,0.0493410971499,0.0697637795276,0.0501058574453,0.12089498376,0.064647732622,0.0536756126021,0.00829302004147,0.113628318584,0.0788288288288,0.0249042145594,0.0697856360507,0.175690607735,0.0696252156186,0.0316315205327,0.0778472679394,0.022015503876,0.0495006513244,0.0573783237444,0.2825,0.264341085271,0.0338718820862,0.183275261324,0.199711953913,0.126736111111,0.145589142505,0.132642487047,0.332568807339,0.0528384279476,0.191053828658,0.0709175738725,0.0533136966127,0.0757227332457,0.112202852615,0.306627101879,0.0291128810766,0.054067626381,0.0657065706571,0.055206659851,0.179257362356,0.32671957672,0.138194150064,0.0559351660575,0.059681915068,0.0603153958706,0.0976529756915,0.0286902286902,0.0279357644697,0.0225080385852,0.229532163743,0.0577316574101,0.0458777721348,0.0736694240674,0.0268928423666,0.0392753623188,0.160069848661,0.139255702281,0.044726407613,0.065541536949,0.21488178025,0.0608118303908,0.0507912584778,0.0475139746984,0.0481892523364,0.0794314381271,0.0938886992147,0.248500428449,0.0529960855164,0.168923275306,0.0429837518464,0.0463145149084,0.213868613139,0.0551261484614,0.0671315064051,0.0556773345024,0.132467532468,0.0461010299166,0.0741482965932,0.0520011685656,0.131479574322,0.180708180708,0.101148573546,0.0650636492221,0.0763027295285,0.0393996247655,0.0516222062004,0.11996746645,0.255197132616,0.188614540466
allMis1,0.143628509719,0.0,0.169117647059,0.34486266531,0.160912052117,0.27263681592,0.271325796506,0.24809951624,0.139109423542,0.141168289291,0.137907137907,0.142173615858,0.148485954031,0.14496833216,0.144064930673,0.111986727499,0.14480587618,0.137989203779,0.0445909267158,0.0963235294118,0.077579519007,0.0847651775487,0.152234636872,0.178636089318,0.146680570038,0.121100917431,0.153050672182,0.0960635608523,0.142468548113,0.146723646724,0.284987277354,0.263322884013,0.140459061322,0.163273001508,0.205848623853,0.130849613812,0.16091160221,0.164795689268,0.287564766839,0.137129380054,0.230144404332,0.137459517812,0.136210384356,0.14796460177,0.145009416196,0.228813559322,0.126468555632,0.127133402995,0.137153593236,0.137142857143,0.195339273475,0.30585106383,0.114893617021,0.104433858556,0.146902654867,0.141378079257,0.163658243081,0.146273830156,0.12070343725,0.100395825837,0.215959004392,0.135752688172,0.123928571429,0.148973198747,0.141104294479,0.135181382615,0.178661616162,0.198151950719,0.107155445894,0.143947277142,0.227525855211,0.140048292515,0.145,0.140326502258,0.136501516684,0.162701458173,0.0971025841817,0.24543946932,0.133121468927,0.137739130435,0.137718396711,0.146510778224,0.233173076923,0.13802435724,0.140276301807,0.136810023705,0.172025052192,0.148201961497,0.146916146916,0.139993086761,0.108742004264,0.164658634538,0.120433017591,0.143824027073,0.153242320819,0.135320315176,0.149708804385,0.152336448598,0.231117824773,0.189033189033
amaVit1,0.213092852371,0.169117647059,0.0,0.27539503386,0.236888111888,0.354796320631,0.263209393346,0.27366255144,0.197444089457,0.194444444444,0.1972098922,0.203992514036,0.206359506814,0.21711366539,0.206027060271,0.243340532757,0.200499687695,0.191950464396,0.0545590433483,0.22193877551,0.0957095709571,0.159500693481,0.230480949407,0.327032136106,0.206389776358,0.17374005305,0.20125,0.15856095936,0.201727328809,0.210425937699,0.169029443839,0.153465346535,0.200626959248,0.162439613527,0.312442396313,0.289608177172,0.190442225392,0.21799844841,0.272549019608,0.192733990148,0.281217208814,0.214152700186,0.192615384615,0.218241042345,0.264922322159,0.247952345495,0.158957654723,0.158709677419,0.238654147105,0.193090684762,0.269825918762,0.348445595855,0.110259433962,0.130132219903,0.213604577241,0.215736040609,0.205939315688,0.201648700063,0.179155313351,0.163424124514,0.331417624521,0.192331478046,0.221662468514,0.20375,0.199126092385,0.195611285266,0.223120452708,0.360153256705,0.121967654987,0.209899749373,0.280235988201,0.203389830508,0.208115183246,0.206338939198,0.191738594328,0.242612752722,0.181756756757,0.286332179931,0.189100459619,0.151695419393,0.197261978843,0.217331499312,0.273175542406,0.194427244582,0.214735516373,0.194066749073,0.247156937074,0.21259309411,0.216475095785,0.202403542062,0.150834772596,0.326467559217,0.229472140762,0.205613178768,0.205682520074,0.196618659987,0.206766917293,0.22202166065,0.301112061591,0.192815249267
anaPla1,0.340196078431,0.34486266531,0.27539503386,0.0,0.331678252234,0.406326034063,0.355247981546,0.376950780312,0.343842364532,0.336945812808,0.340216322517,0.341608738828,0.342182890855,0.359657469077,0.347826086957,0.356053811659,0.345192307692,0.333994053518,0.112881806109,0.352780309936,0.15625,0.301178992497,0.394083969466,0.428571428571,0.357502517623,0.310520939734,0.337254901961,0.296566077003,0.34543670265,0.35735150925,0.235891647856,0.221153846154,0.342829076621,0.299714557564,0.424452133795,0.392739273927,0.274131274131,0.372549019608,0.314453125,0.336633663366,0.378048780488,0.312244897959,0.335976214073,0.353281853282,0.393548387097,0.386409736308,0.294240837696,0.306501547988,0.337552742616,0.336300692384,0.382180539273,0.339307048984,0.280511811024,0.237812128419,0.368472906404,0.375614552606,0.343594836147,0.337611056269,0.314606741573,0.3017507724,0.427095292767,0.334653465347,0.359848484848,0.349570200573,0.336935166994,0.339641434263,0.370581527936,0.385964912281,0.233560090703,0.352261790183,0.390442890443,0.344930417495,0.360369609856,0.345508390918,0.336633663366,0.35625,0.33756097561,0.390692640693,0.326486486486,0.291706387035,0.345654345654,0.344,0.38995215311,0.335968379447,0.37109375,0.338582677165,0.340637450199,0.349019607843,0.361620057859,0.347222222222,0.276967930029,0.405122235157,0.397563676633,0.350961538462,0.362003780718,0.33764940239,0.350724637681,0.350938967136,0.398543184183,0.305882352941
anoCar2,0.184540389972,0.160912052117,0.236888111888,0.331678252234,0.0,0.333333333333,0.211042944785,0.226689478186,0.18163538874,0.186648501362,0.175196850394,0.177806619079,0.193571428571,0.175210902012,0.173299101412,0.187542315504,0.17292746114,0.172325432415,0.0670596904937,0.170854271357,0.0635226179018,0.172581767571,0.214100905563,0.216476774759,0.178191489362,0.170682730924,0.179537953795,0.15610406938,0.174644243208,0.180914512922,0.2710453284,0.24978687127,0.175788795879,0.171370967742,0.209166666667,0.191028615623,0.175040518639,0.190845616757,0.185997910136,0.173384516955,0.26854754441,0.222016079159,0.177993527508,0.185473411154,0.194552529183,0.201885310291,0.137399463807,0.165364583333,0.1952131638,0.174644243208,0.224880382775,0.292613636364,0.202836879433,0.141258741259,0.184584178499,0.191946308725,0.197715917202,0.178947368421,0.184451219512,0.166228646518,0.223345588235,0.176051779935,0.184472461845,0.172413793103,0.174775928297,0.169799092677,0.234608985025,0.246902654867,0.131756756757,0.180263157895,0.260286225403,0.178872326636,0.186126373626,0.178877887789,0.171684817425,0.187628865979,0.180426098535,0.243346007605,0.160194174757,0.162532637076,0.170827858081,0.184266477675,0.259944495837,0.173410404624,0.19238345371,0.173717948718,0.185157972079,0.181818181818,0.179232804233,0.173026315789,0.116747741487,0.224038461538,0.196774193548,0.171391752577,0.190071848465,0.169480519481,0.182233834095,0.21978021978,0.238615664845,0.186612576065
apaSpi1,0.22905982906,0.27263681592,0.354796320631,0.406326034063,0.333333333333,0.0,0.3703125,0.458448753463,0.228159457167,0.269199676637,0.224892703863,0.23275862069,0.238255033557,0.237933954276,0.236333052986,0.101899827288,0.265238879736,0.286166007905,0.115151515152,0.104972375691,0.146010186757,0.213706041479,0.278376139188,0.283564814815,0.234774933804,0.220848056537,0.236864771748,0.210992907801,0.23339011925,0.225194132873,0.379077615298,0.418776371308,0.234388366125,0.251889168766,0.293121693122,0.228194726166,0.309226932668,0.339585389931,0.362407862408,0.286956521739,0.413373860182,0.242077464789,0.28841607565,0.243523316062,0.268151815182,0.380753138075,0.188405797101,0.221347331584,0.229955947137,0.285939968404,0.441176470588,0.371100164204,0.264432029795,0.181818181818,0.243944636678,0.256698357822,0.246797608881,0.234079173838,0.217692974848,0.224561403509,0.415781487102,0.283901665345,0.239965841161,0.237043330501,0.234693877551,0.224786324786,0.473544973545,0.231378763867,0.177613320999,0.231418918919,0.439198855508,0.234429065744,0.244537815126,0.240569991618,0.284694686757,0.290023201856,0.075042158516,0.400297619048,0.2,0.232866043614,0.239316239316,0.238665526091,0.45390070922,0.286503551697,0.289235825801,0.286392405063,0.251032204789,0.236146632566,0.266286644951,0.227979274611,0.168842471715,0.273127753304,0.28263214671,0.23422644771,0.24601910828,0.219283276451,0.251039068994,0.290946083418,0.412017167382,0.347014925373
araMac1,0.281543274244,0.271325796506,0.263209393346,0.355247981546,0.211042944785,0.3703125,0.0,0.299371069182,0.294181034483,0.294117647059,0.282838983051,0.290020790021,0.316784869976,0.296823658269,0.282157676349,0.297213622291,0.288936627282,0.277426160338,0.0922865013774,0.303991811668,0.0644295302013,0.251740139211,0.34670781893,0.325272067715,0.303232998885,0.266279069767,0.285863874346,0.268640350877,0.278705636743,0.290748898678,0.314935064935,0.299084435402,0.286757038582,0.259977194983,0.322222222222,0.31124260355,0.20536756126,0.28285077951,0.141148325359,0.275316455696,0.361073825503,0.269102990033,0.278601694915,0.317351598174,0.315085158151,0.325,0.231802911534,0.253038674033,0.319460067492,0.277542372881,0.323149236193,0.25762195122,0.298522167488,0.225572979493,0.299229922992,0.31045751634,0.299681190223,0.284518828452,0.315151515152,0.27471383975,0.365986394558,0.276119402985,0.29225736096,0.282608695652,0.288521199586,0.281481481481,0.342039800995,0.305775764439,0.197132616487,0.300448430493,0.3199513382,0.286652078775,0.309633027523,0.291845493562,0.276842105263,0.298285714286,0.289839572193,0.340277777778,0.277205040092,0.236760124611,0.280887011616,0.2805907173,0.332535885167,0.279020234292,0.31101511879,0.280295047418,0.316964285714,0.296095444685,0.296377607025,0.285714285714,0.133949191686,0.334193548387,0.292452830189,0.281380753138,0.296924708378,0.282241014799,0.284656084656,0.293466223699,0.327669902913,0.166435506241
astMex1,0.299710144928,0.24809951624,0.27366255144,0.376950780312,0.226689478186,0.458448753463,0.299371069182,0.0,0.302352266208,0.358960476448,0.304647160069,0.299495232754,0.340492735313,0.295532646048,0.293460033538,0.176691729323,0.313399778516,0.353727506427,0.0693815987934,0.177113702624,0.114045618247,0.154390934844,0.235220125786,0.121574139143,0.284013605442,0.220305242203,0.320044918585,0.154500354359,0.294813979707,0.298957126304,0.299382716049,0.36669619132,0.294216732173,0.302698760029,0.191292875989,0.132707774799,0.237103174603,0.165791009924,0.402378592666,0.353062274833,0.177816901408,0.32683982684,0.354155911203,0.285881663738,0.238726790451,0.256341789052,0.266237565828,0.291830985915,0.188602442334,0.358974358974,0.132944228275,0.352256186317,0.240033927057,0.262902246509,0.298194525335,0.220218931101,0.313475997687,0.315877437326,0.206722689076,0.159439626418,0.165451895044,0.348163476461,0.189100459619,0.302742025741,0.297146054841,0.278829604131,0.173722627737,0.292051756007,0.283807312826,0.276007215875,0.18286537077,0.285797438882,0.318261890781,0.310463121784,0.352214212152,0.363824289406,0.248888888889,0.270114942529,0.290516206483,0.329291640077,0.295918367347,0.323475046211,0.160754716981,0.359527478172,0.23948019802,0.354508196721,0.326843657817,0.300774270399,0.326966292135,0.293340987371,0.244825124911,0.150382327952,0.128876636802,0.293064876957,0.307515777395,0.278255880666,0.304548071387,0.242783123612,0.18573943662,0.340106951872
bosTau8,0.0487624129243,0.139109423542,0.197444089457,0.343842364532,0.18163538874,0.228159457167,0.294181034483,0.302352266208,0.0,0.0635040921491,0.0358019344594,0.0506831203173,0.00900770013076,0.0708161321054,0.0556748246744,0.115860120099,0.0666139240506,0.0601525821596,0.00844390832328,0.109299097849,0.0746705710102,0.0248119097167,0.0728445563247,0.173435784852,0.074568288854,0.0345017434392,0.0794330916282,0.02280232741,0.0554167279142,0.0638032990974,0.285232067511,0.266875981162,0.0500592417062,0.17663136317,0.201923076923,0.119037743675,0.147862232779,0.134009797061,0.338061465721,0.0597299677135,0.199239543726,0.0735592690926,0.0599851521901,0.0816494167899,0.107933579336,0.294173377546,0.0520682672838,0.0575539568345,0.0625550660793,0.0613054983828,0.184831102613,0.338120104439,0.134575569358,0.0598687369938,0.0571193415638,0.0611780019525,0.0952281289242,0.0517846693973,0.0291179955984,0.0230099502488,0.226960110041,0.0631734317343,0.0428717250766,0.0766103814884,0.0506919155135,0.0299519638316,0.162578436965,0.141841004184,0.0474758664346,0.0656275635767,0.213114754098,0.0669588875453,0.0104905018429,0.00885078135804,0.0514336387821,0.0858276831487,0.0911874787343,0.239635157546,0.0582243843113,0.163336504916,0.0472288438617,0.0503958587089,0.219565217391,0.0617483132884,0.0695567777418,0.0610495195861,0.131166436146,0.0493339911199,0.0758234928527,0.0450165396232,0.126042014005,0.174556213018,0.104543775397,0.0690789473684,0.0797403801576,0.0295816312157,0.0435157259802,0.1156,0.236615994712,0.188105117566
calJac3,0.0580056809688,0.141168289291,0.194444444444,0.336945812808,0.186648501362,0.269199676637,0.294117647059,0.358960476448,0.0635040921491,0.0,0.0725335668418,0.0613325489043,0.0662494275683,0.0727329974811,0.0589944783493,0.120659417748,0.0712074303406,0.058752837495,0.00794336038681,0.110647181628,0.0733096085409,0.0277777777778,0.0689117555348,0.171381031614,0.0725380552967,0.0359161349134,0.0805369127517,0.02663476874,0.0626759519929,0.0706254948535,0.293449781659,0.338733431517,0.0610732285799,0.162612925643,0.201368523949,0.120307167235,0.142274052478,0.16593443731,0.369955156951,0.0459411844423,0.188790560472,0.0700587689453,0.045311430527,0.0749137506161,0.127502309824,0.282051282051,0.0589788732394,0.0548241959673,0.0648341798626,0.043401600434,0.194263363755,0.329365079365,0.128370221328,0.0545223334923,0.0605567312388,0.0613893376414,0.100439422473,0.0656194950088,0.0318212593094,0.0254706533776,0.223440712817,0.0515422077922,0.0484551747425,0.0802163833076,0.0603977771278,0.0527248560035,0.181918412348,0.140401146132,0.0495111952066,0.0647049260283,0.272971160295,0.0519480519481,0.0686905857099,0.0647815679234,0.0441914057205,0.0854752851711,0.111111111111,0.229099678457,0.0358196375895,0.219097832455,0.0576633544113,0.0610734114744,0.232713754647,0.0450352685838,0.073997123222,0.0232745863043,0.155044008125,0.0563660477454,0.0769230769231,0.064861648319,0.114654002714,0.180744240992,0.101503759398,0.0703962703963,0.0748462576871,0.0519346770634,0.0627116148977,0.119047619048,0.228779840849,0.234615384615
